_time,job_name,target,status,files_count,size_gb,actor
2026-06-13 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,128160,2265.3,svc_posmon
2026-06-14 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48439,748.6,svc_posmon
2026-06-15 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,41679,653.3,svc_posmon
2026-06-16 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47622,751.0,svc_posmon
2026-06-17 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,41592,625.4,svc_posmon
2026-06-18 01:36:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46465,750.4,svc_posmon
2026-06-19 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48980,657.8,svc_posmon
2026-06-20 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50262,636.3,svc_posmon
2026-06-20 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,122528,2063.7,svc_posmon
2026-06-21 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50891,778.0,svc_posmon
2026-06-22 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47166,766.9,svc_posmon
2026-06-23 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,44782,641.6,svc_posmon
2026-06-24 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,44179,678.4,svc_posmon
2026-06-25 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48234,666.2,svc_posmon
2026-06-26 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42113,759.7,svc_posmon
2026-06-27 01:36:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46830,742.2,svc_posmon
2026-06-27 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,132532,2114.3,svc_posmon
2026-06-28 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51650,708.2,svc_posmon
2026-06-29 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,44734,717.8,svc_posmon
2026-06-30 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46108,681.9,svc_posmon
2026-07-01 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,49185,724.4,svc_posmon
2026-07-02 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48218,763.4,svc_posmon
2026-07-03 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50503,674.8,svc_posmon
2026-07-04 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42522,699.2,svc_posmon
2026-07-04 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,129351,2095.1,svc_posmon
2026-07-05 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,49533,633.7,svc_posmon
2026-07-06 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43574,660.9,svc_posmon
2026-07-07 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43849,632.1,svc_posmon
2026-07-08 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47032,770.5,svc_posmon
2026-07-09 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48815,724.8,svc_posmon
2026-07-10 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,44086,614.9,svc_posmon
2026-07-11 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43557,736.7,svc_posmon
2026-07-11 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,136276,2036.9,svc_posmon
2026-07-12 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47221,652.0,svc_posmon
2026-07-13 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47805,679.1,svc_posmon
2026-07-14 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51736,675.7,svc_posmon
2026-07-15 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48274,769.2,svc_posmon
2026-07-16 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51563,633.1,svc_posmon
2026-07-17 01:36:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42769,663.3,svc_posmon
2026-07-18 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47991,698.1,svc_posmon
2026-07-18 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,132139,1906.3,svc_posmon
2026-07-19 01:35:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51602,685.0,svc_posmon
2026-07-20 01:36:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42783,670.7,svc_posmon
2026-07-21 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46879,694.6,svc_posmon
2026-07-22 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42975,780.0,svc_posmon
2026-07-23 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48320,749.8,svc_posmon
2026-07-24 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51169,674.5,svc_posmon
2026-07-25 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47271,721.5,svc_posmon
2026-07-25 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,134172,2075.8,svc_posmon
2026-07-26 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48532,690.7,svc_posmon
2026-07-27 01:33:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,42868,697.9,svc_posmon
2026-07-28 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,41579,674.8,svc_posmon
2026-07-29 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,49433,774.5,svc_posmon
2026-07-30 01:35:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46181,710.7,svc_posmon
2026-07-31 01:32:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,45766,662.5,svc_posmon
2026-08-01 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48033,752.7,svc_posmon
2026-08-01 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,137622,2194.2,svc_posmon
2026-08-02 01:35:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,49887,681.5,svc_posmon
2026-08-03 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46852,669.5,svc_posmon
2026-08-04 01:30:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,45982,669.2,svc_posmon
2026-08-05 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,44496,698.8,svc_posmon
2026-08-06 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50220,654.9,svc_posmon
2026-08-07 01:36:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47365,660.3,svc_posmon
2026-08-08 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43206,641.2,svc_posmon
2026-08-08 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,140497,2265.5,svc_posmon
2026-08-09 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50637,665.3,svc_posmon
2026-08-10 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43104,702.1,svc_posmon
2026-08-11 01:39:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46538,778.4,svc_posmon
2026-08-12 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,46462,730.0,svc_posmon
2026-08-13 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43594,757.6,svc_posmon
2026-08-14 01:38:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51882,688.1,svc_posmon
2026-08-15 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,50974,729.8,svc_posmon
2026-08-15 03:12:00,weekly-cardproc-archive,SRV-FILE-HQ,SUCCESS,128867,2124.5,svc_posmon
2026-08-16 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,43422,689.8,svc_posmon
2026-08-17 01:37:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,51096,650.3,svc_posmon
2026-08-18 01:31:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,41869,702.1,svc_posmon
2026-08-19 01:34:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,48850,775.1,svc_posmon
2026-08-20 01:35:00,nightly-file-hq,SRV-FILE-HQ,SUCCESS,47698,760.0,svc_posmon
