_time,actor,operation,target_object,link_scope,link_expiry,bytes_out,src_ip
2026-05-28 06:49:13,a.mizrahi,view,/Logistics/routes.xlsx,,,2292370,212.199.44.8
2026-05-28 06:58:04,r.stern,download,/Procurement/vendor-list.xlsx,,,286404,212.199.44.8
2026-05-28 08:10:55,l.beit,upload,/Branches/planogram-aug.pdf,,,34140,212.199.44.8
2026-05-28 08:46:57,y.oren,download,/HR/headcount.xlsx,,,92181,212.199.44.8
2026-05-28 09:42:31,e.shalom,upload,/Finance/close-2026-07.xlsx,,,357659,212.199.44.8
2026-05-28 10:52:21,y.segev,upload,/Logistics/routes.xlsx,,,83611,212.199.44.8
2026-05-28 11:53:30,n.hazan,view,/Procurement/vendor-list.xlsx,,,103561,212.199.44.8
2026-05-28 12:28:38,c.barak,view,/Finance/close-2026-07.xlsx,,,159304,212.199.44.8
2026-05-28 13:03:51,c.barak,upload,/Marketing/campaign-q3.pptx,,,599640,212.199.44.8
2026-05-29 07:23:15,n.hazan,view,/Marketing/campaign-q3.pptx,,,1082988,212.199.44.8
2026-05-29 09:10:36,l.beit,upload,/Branches/planogram-aug.pdf,,,700062,212.199.44.8
2026-05-29 12:08:38,c.barak,view,/Logistics/routes.xlsx,,,185238,212.199.44.8
2026-05-31 05:45:46,y.oren,view,/Procurement/vendor-list.xlsx,,,3726943,212.199.44.8
2026-05-31 06:13:43,l.beit,view,/Branches/planogram-aug.pdf,,,1477513,212.199.44.8
2026-05-31 07:17:01,r.stern,view,/Procurement/vendor-list.xlsx,,,165368,212.199.44.8
2026-05-31 07:27:49,c.barak,view,/Finance/close-2026-07.xlsx,,,163619,212.199.44.8
2026-05-31 07:57:07,y.segev,view,/Finance/close-2026-07.xlsx,,,112220,212.199.44.8
2026-05-31 10:34:06,n.hazan,view,/Marketing/campaign-q3.pptx,,,309821,212.199.44.8
2026-05-31 10:52:09,n.hazan,view,/Finance/close-2026-07.xlsx,,,57000,212.199.44.8
2026-05-31 11:25:37,l.beit,download,/HR/headcount.xlsx,,,29080,212.199.44.8
2026-05-31 12:14:46,u.regev,view,/Procurement/vendor-list.xlsx,,,808826,212.199.44.8
2026-05-31 12:15:12,a.mizrahi,upload,/Logistics/routes.xlsx,,,906164,212.199.44.8
2026-06-01 06:54:25,l.beit,download,/Marketing/campaign-q3.pptx,,,133147,212.199.44.8
2026-06-01 07:23:13,c.barak,upload,/Procurement/vendor-list.xlsx,,,1495237,212.199.44.8
2026-06-01 07:39:27,y.segev,download,/Finance/close-2026-07.xlsx,,,945787,212.199.44.8
2026-06-01 08:02:50,l.beit,download,/HR/headcount.xlsx,,,31960,212.199.44.8
2026-06-01 08:15:37,a.mizrahi,download,/Branches/planogram-aug.pdf,,,854401,212.199.44.8
2026-06-01 08:30:45,u.regev,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-07-01,,212.199.44.8
2026-06-01 09:27:32,c.barak,share_link_create,/Branches/planogram-aug.pdf,internal,2026-06-08,,212.199.44.8
2026-06-01 10:39:46,e.shalom,view,/HR/headcount.xlsx,,,370109,212.199.44.8
2026-06-01 10:54:24,y.oren,view,/HR/headcount.xlsx,,,4755327,212.199.44.8
2026-06-01 11:31:41,n.hazan,view,/HR/headcount.xlsx,,,95972,212.199.44.8
2026-06-01 11:59:23,r.stern,download,/Marketing/campaign-q3.pptx,,,80271,212.199.44.8
2026-06-01 12:18:45,a.mizrahi,upload,/Logistics/routes.xlsx,,,76783,212.199.44.8
2026-06-02 05:14:01,a.mizrahi,upload,/Finance/close-2026-07.xlsx,,,731535,212.199.44.8
2026-06-02 06:05:35,y.segev,upload,/Branches/planogram-aug.pdf,,,211194,212.199.44.8
2026-06-02 06:13:23,a.mizrahi,view,/Branches/planogram-aug.pdf,,,596676,212.199.44.8
2026-06-02 06:52:51,n.hazan,share_link_create,/Branches/planogram-aug.pdf,internal,2026-06-09,,212.199.44.8
2026-06-02 07:12:58,y.segev,view,/HR/headcount.xlsx,,,2797823,212.199.44.8
2026-06-02 07:17:14,u.regev,view,/Logistics/routes.xlsx,,,188556,212.199.44.8
2026-06-02 07:31:00,c.barak,upload,/Logistics/routes.xlsx,,,94357,212.199.44.8
2026-06-02 11:30:28,l.beit,upload,/Finance/close-2026-07.xlsx,,,201019,212.199.44.8
2026-06-02 11:38:54,y.oren,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-06-09,,212.199.44.8
2026-06-02 11:52:58,r.stern,upload,/Procurement/vendor-list.xlsx,,,10922,212.199.44.8
2026-06-02 12:49:15,l.beit,view,/Procurement/vendor-list.xlsx,,,385703,212.199.44.8
2026-06-02 13:22:11,c.barak,upload,/Procurement/vendor-list.xlsx,,,139482,212.199.44.8
2026-06-03 05:57:26,y.segev,download,/Branches/planogram-aug.pdf,,,1499044,212.199.44.8
2026-06-03 06:02:49,a.mizrahi,view,/Branches/planogram-aug.pdf,,,577344,212.199.44.8
2026-06-03 06:56:32,n.hazan,download,/Marketing/campaign-q3.pptx,,,74116,212.199.44.8
2026-06-03 08:41:05,r.stern,view,/Logistics/routes.xlsx,,,378031,212.199.44.8
2026-06-03 08:47:01,u.regev,download,/Finance/close-2026-07.xlsx,,,99616,212.199.44.8
2026-06-03 09:27:37,c.barak,download,/HR/headcount.xlsx,,,2149662,212.199.44.8
2026-06-03 10:39:59,n.hazan,download,/Marketing/campaign-q3.pptx,,,186251,212.199.44.8
2026-06-03 10:41:07,y.oren,view,/Logistics/routes.xlsx,,,458571,212.199.44.8
2026-06-03 11:14:28,l.beit,upload,/Marketing/campaign-q3.pptx,,,38330,212.199.44.8
2026-06-03 13:14:28,c.barak,view,/HR/headcount.xlsx,,,1693535,212.199.44.8
2026-06-04 06:35:17,l.beit,upload,/Branches/planogram-aug.pdf,,,231838,212.199.44.8
2026-06-04 07:22:08,c.barak,view,/HR/headcount.xlsx,,,7495996,212.199.44.8
2026-06-04 07:37:47,y.segev,download,/Finance/close-2026-07.xlsx,,,73384,212.199.44.8
2026-06-04 09:38:38,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,572788,212.199.44.8
2026-06-04 09:50:55,n.hazan,view,/Procurement/vendor-list.xlsx,,,98503,212.199.44.8
2026-06-04 10:50:32,u.regev,upload,/Marketing/campaign-q3.pptx,,,2135394,212.199.44.8
2026-06-04 11:03:15,y.oren,download,/Procurement/vendor-list.xlsx,,,8000,212.199.44.8
2026-06-04 11:46:08,c.barak,view,/Branches/planogram-aug.pdf,,,1518838,212.199.44.8
2026-06-06 10:26:48,a.mizrahi,download,/Logistics/routes.xlsx,,,50811,212.199.44.8
2026-06-07 06:23:57,a.mizrahi,view,/Logistics/routes.xlsx,,,453477,212.199.44.8
2026-06-07 06:24:57,u.regev,download,/Procurement/vendor-list.xlsx,,,979187,212.199.44.8
2026-06-07 07:23:13,c.barak,view,/HR/headcount.xlsx,,,493406,212.199.44.8
2026-06-07 07:25:24,r.stern,upload,/HR/headcount.xlsx,,,246102,212.199.44.8
2026-06-07 07:29:22,e.shalom,upload,/Logistics/routes.xlsx,,,270508,212.199.44.8
2026-06-07 08:24:52,l.beit,upload,/Marketing/campaign-q3.pptx,,,405723,212.199.44.8
2026-06-07 09:24:07,l.beit,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-07-07,,212.199.44.8
2026-06-07 10:42:29,c.barak,view,/Marketing/campaign-q3.pptx,,,293399,212.199.44.8
2026-06-07 10:52:52,y.segev,upload,/Procurement/vendor-list.xlsx,,,39455,212.199.44.8
2026-06-07 11:39:55,y.oren,view,/Logistics/routes.xlsx,,,336060,212.199.44.8
2026-06-07 12:47:01,n.hazan,view,/Marketing/campaign-q3.pptx,,,9282871,212.199.44.8
2026-06-08 05:23:45,a.mizrahi,upload,/Marketing/campaign-q3.pptx,,,1339979,212.199.44.8
2026-06-08 06:43:10,r.stern,download,/Marketing/campaign-q3.pptx,,,292762,212.199.44.8
2026-06-08 08:55:46,y.oren,view,/Procurement/vendor-list.xlsx,,,575052,212.199.44.8
2026-06-08 09:28:12,l.beit,view,/Marketing/campaign-q3.pptx,,,407217,212.199.44.8
2026-06-08 10:32:19,u.regev,view,/Logistics/routes.xlsx,,,648080,212.199.44.8
2026-06-08 10:38:51,c.barak,view,/Marketing/campaign-q3.pptx,,,341219,212.199.44.8
2026-06-08 11:07:12,a.mizrahi,view,/Procurement/vendor-list.xlsx,,,177098,212.199.44.8
2026-06-08 11:11:37,y.segev,view,/Branches/planogram-aug.pdf,,,10130,212.199.44.8
2026-06-08 12:37:25,n.hazan,view,/Branches/planogram-aug.pdf,,,1215818,212.199.44.8
2026-06-08 12:48:30,c.barak,view,/HR/headcount.xlsx,,,75115,212.199.44.8
2026-06-09 05:59:53,y.segev,view,/Procurement/vendor-list.xlsx,,,3225712,212.199.44.8
2026-06-09 07:01:04,u.regev,view,/HR/headcount.xlsx,,,66770,212.199.44.8
2026-06-09 07:29:20,l.beit,upload,/Logistics/routes.xlsx,,,1792561,212.199.44.8
2026-06-09 07:42:52,a.mizrahi,view,/Logistics/routes.xlsx,,,566959,212.199.44.8
2026-06-09 07:46:58,l.beit,download,/Procurement/vendor-list.xlsx,,,25644,212.199.44.8
2026-06-09 09:10:27,u.regev,upload,/Logistics/routes.xlsx,,,286296,212.199.44.8
2026-06-09 09:50:05,r.stern,upload,/Procurement/vendor-list.xlsx,,,318487,212.199.44.8
2026-06-09 11:46:55,c.barak,download,/Marketing/campaign-q3.pptx,,,52408,212.199.44.8
2026-06-09 11:57:19,c.barak,download,/Finance/close-2026-07.xlsx,,,13311,212.199.44.8
2026-06-09 12:11:27,a.mizrahi,upload,/Logistics/routes.xlsx,,,658461,212.199.44.8
2026-06-09 13:13:11,n.hazan,view,/Procurement/vendor-list.xlsx,,,115928,212.199.44.8
2026-06-10 06:45:07,y.oren,download,/Finance/close-2026-07.xlsx,,,164138,212.199.44.8
2026-06-10 07:23:28,l.beit,share_link_create,/Logistics/routes.xlsx,internal,2026-06-24,,212.199.44.8
2026-06-10 08:16:28,y.segev,download,/Logistics/routes.xlsx,,,113312,212.199.44.8
2026-06-10 09:02:49,n.hazan,view,/Marketing/campaign-q3.pptx,,,478284,212.199.44.8
2026-06-10 09:41:10,u.regev,download,/Finance/close-2026-07.xlsx,,,50819,212.199.44.8
2026-06-10 10:52:59,n.hazan,download,/Finance/close-2026-07.xlsx,,,761759,212.199.44.8
2026-06-10 11:14:24,r.stern,download,/Procurement/vendor-list.xlsx,,,567458,212.199.44.8
2026-06-10 12:16:27,c.barak,upload,/Marketing/campaign-q3.pptx,,,1038166,212.199.44.8
2026-06-10 12:16:38,c.barak,download,/Marketing/campaign-q3.pptx,,,64329,212.199.44.8
2026-06-10 12:31:25,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,63084,212.199.44.8
2026-06-11 06:12:27,c.barak,download,/HR/headcount.xlsx,,,518484,212.199.44.8
2026-06-11 06:54:33,c.barak,upload,/HR/headcount.xlsx,,,640427,212.199.44.8
2026-06-11 07:06:43,y.segev,upload,/Branches/planogram-aug.pdf,,,82799,212.199.44.8
2026-06-11 07:21:53,l.beit,view,/HR/headcount.xlsx,,,560145,212.199.44.8
2026-06-11 08:25:42,u.regev,view,/Finance/close-2026-07.xlsx,,,154828,212.199.44.8
2026-06-11 10:04:25,n.hazan,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-06-18,,212.199.44.8
2026-06-11 10:09:29,a.mizrahi,view,/HR/headcount.xlsx,,,420817,212.199.44.8
2026-06-11 10:17:17,y.oren,download,/Procurement/vendor-list.xlsx,,,198732,212.199.44.8
2026-06-12 08:55:54,r.stern,view,/HR/headcount.xlsx,,,166026,212.199.44.8
2026-06-13 08:52:16,n.hazan,download,/Procurement/vendor-list.xlsx,,,93131,212.199.44.8
2026-06-13 12:27:25,u.regev,download,/Finance/close-2026-07.xlsx,,,377663,212.199.44.8
2026-06-14 06:25:35,y.oren,view,/Finance/close-2026-07.xlsx,,,42161,212.199.44.8
2026-06-14 08:07:35,r.stern,upload,/Logistics/routes.xlsx,,,47529,212.199.44.8
2026-06-14 09:04:00,c.barak,download,/Branches/planogram-aug.pdf,,,402695,212.199.44.8
2026-06-14 09:10:44,n.hazan,download,/Logistics/routes.xlsx,,,384571,212.199.44.8
2026-06-14 09:15:10,u.regev,view,/Finance/close-2026-07.xlsx,,,305293,212.199.44.8
2026-06-14 10:31:18,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,122665,212.199.44.8
2026-06-14 10:41:50,l.beit,download,/Procurement/vendor-list.xlsx,,,624963,212.199.44.8
2026-06-14 10:55:58,l.beit,view,/HR/headcount.xlsx,,,354965,212.199.44.8
2026-06-14 11:39:50,n.hazan,upload,/Marketing/campaign-q3.pptx,,,76654,212.199.44.8
2026-06-14 12:03:04,c.barak,view,/Procurement/vendor-list.xlsx,,,384665,212.199.44.8
2026-06-14 12:45:23,y.segev,view,/HR/headcount.xlsx,,,8000,212.199.44.8
2026-06-15 05:52:27,y.segev,share_link_create,/Branches/planogram-aug.pdf,internal,2026-06-22,,212.199.44.8
2026-06-15 06:30:20,l.beit,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-06-29,,212.199.44.8
2026-06-15 07:09:46,c.barak,upload,/Logistics/routes.xlsx,,,29854,212.199.44.8
2026-06-15 07:55:38,n.hazan,share_link_create,/HR/headcount.xlsx,internal,2026-06-22,,212.199.44.8
2026-06-15 08:26:45,a.mizrahi,upload,/HR/headcount.xlsx,,,329961,212.199.44.8
2026-06-15 08:51:52,l.beit,view,/Logistics/routes.xlsx,,,286155,212.199.44.8
2026-06-15 10:11:03,a.mizrahi,download,/Logistics/routes.xlsx,,,339040,212.199.44.8
2026-06-15 12:09:08,r.stern,upload,/HR/headcount.xlsx,,,781708,212.199.44.8
2026-06-15 12:12:57,y.oren,upload,/HR/headcount.xlsx,,,260053,212.199.44.8
2026-06-15 12:25:15,u.regev,view,/Marketing/campaign-q3.pptx,,,669412,212.199.44.8
2026-06-16 05:43:36,y.segev,share_link_create,/Logistics/routes.xlsx,internal,2026-06-23,,212.199.44.8
2026-06-16 05:48:54,a.mizrahi,view,/Branches/planogram-aug.pdf,,,382005,212.199.44.8
2026-06-16 09:55:50,y.oren,download,/Logistics/routes.xlsx,,,8000,212.199.44.8
2026-06-16 10:19:48,u.regev,download,/Logistics/routes.xlsx,,,83387,212.199.44.8
2026-06-16 11:06:23,y.segev,download,/Logistics/routes.xlsx,,,452613,212.199.44.8
2026-06-16 11:47:02,n.hazan,upload,/Finance/close-2026-07.xlsx,,,66403,212.199.44.8
2026-06-16 12:15:24,l.beit,download,/Branches/planogram-aug.pdf,,,759986,212.199.44.8
2026-06-16 12:30:57,c.barak,view,/HR/headcount.xlsx,,,1131844,212.199.44.8
2026-06-16 12:32:05,c.barak,download,/HR/headcount.xlsx,,,70329,212.199.44.8
2026-06-16 13:03:28,n.hazan,view,/HR/headcount.xlsx,,,654514,212.199.44.8
2026-06-17 06:51:47,u.regev,upload,/Finance/close-2026-07.xlsx,,,1123460,212.199.44.8
2026-06-17 07:40:54,n.hazan,upload,/Finance/close-2026-07.xlsx,,,590503,212.199.44.8
2026-06-17 08:10:33,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,180566,212.199.44.8
2026-06-17 08:33:11,y.segev,upload,/Marketing/campaign-q3.pptx,,,1133441,212.199.44.8
2026-06-17 10:09:35,l.beit,view,/Procurement/vendor-list.xlsx,,,48688,212.199.44.8
2026-06-17 10:42:45,a.mizrahi,view,/Logistics/routes.xlsx,,,30123,212.199.44.8
2026-06-17 12:23:57,c.barak,view,/Finance/close-2026-07.xlsx,,,16422,212.199.44.8
2026-06-17 12:58:05,n.hazan,upload,/HR/headcount.xlsx,,,97462,212.199.44.8
2026-06-18 05:18:51,y.segev,upload,/Finance/close-2026-07.xlsx,,,833011,212.199.44.8
2026-06-18 06:19:44,c.barak,view,/Marketing/campaign-q3.pptx,,,114305,212.199.44.8
2026-06-18 07:10:19,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,455205,212.199.44.8
2026-06-18 08:05:27,c.barak,download,/Finance/close-2026-07.xlsx,,,475234,212.199.44.8
2026-06-18 09:05:23,n.hazan,view,/HR/headcount.xlsx,,,222708,212.199.44.8
2026-06-18 09:47:18,l.beit,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-07-18,,212.199.44.8
2026-06-18 10:28:38,u.regev,view,/Marketing/campaign-q3.pptx,,,256096,212.199.44.8
2026-06-18 11:47:29,n.hazan,view,/Marketing/campaign-q3.pptx,,,56478,212.199.44.8
2026-06-18 11:55:54,l.beit,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-06-25,,212.199.44.8
2026-06-18 12:19:08,y.oren,download,/Finance/close-2026-07.xlsx,,,421075,212.199.44.8
2026-06-19 07:55:20,l.beit,upload,/HR/headcount.xlsx,,,139896,212.199.44.8
2026-06-21 07:26:04,y.segev,upload,/Finance/close-2026-07.xlsx,,,32136,212.199.44.8
2026-06-21 07:26:23,c.barak,download,/Procurement/vendor-list.xlsx,,,118364,212.199.44.8
2026-06-21 07:41:18,c.barak,upload,/Logistics/routes.xlsx,,,841250,212.199.44.8
2026-06-21 08:13:05,u.regev,view,/Logistics/routes.xlsx,,,484170,212.199.44.8
2026-06-21 08:40:37,a.mizrahi,download,/Marketing/campaign-q3.pptx,,,1038627,212.199.44.8
2026-06-21 09:34:31,y.oren,share_link_create,/Logistics/routes.xlsx,internal,2026-07-21,,212.199.44.8
2026-06-21 09:45:26,a.mizrahi,download,/Finance/close-2026-07.xlsx,,,140084,212.199.44.8
2026-06-21 10:08:54,l.beit,share_link_create,/HR/headcount.xlsx,internal,2026-06-28,,212.199.44.8
2026-06-21 10:48:35,y.segev,view,/Finance/close-2026-07.xlsx,,,1852284,212.199.44.8
2026-06-21 11:42:51,n.hazan,share_link_create,/Branches/planogram-aug.pdf,internal,2026-06-28,,212.199.44.8
2026-06-21 12:09:05,r.stern,download,/HR/headcount.xlsx,,,91689,212.199.44.8
2026-06-22 06:11:28,n.hazan,upload,/Branches/planogram-aug.pdf,,,1026353,212.199.44.8
2026-06-22 07:38:38,y.segev,upload,/Logistics/routes.xlsx,,,488432,212.199.44.8
2026-06-22 07:52:22,c.barak,share_link_create,/HR/headcount.xlsx,internal,2026-06-29,,212.199.44.8
2026-06-22 09:44:03,c.barak,upload,/Branches/planogram-aug.pdf,,,885828,212.199.44.8
2026-06-22 10:32:50,u.regev,upload,/Marketing/campaign-q3.pptx,,,25152,212.199.44.8
2026-06-22 10:52:55,a.mizrahi,view,/HR/headcount.xlsx,,,306515,212.199.44.8
2026-06-22 11:36:57,a.mizrahi,upload,/Finance/close-2026-07.xlsx,,,197454,212.199.44.8
2026-06-22 12:07:50,l.beit,upload,/Logistics/routes.xlsx,,,533091,212.199.44.8
2026-06-22 12:34:44,n.hazan,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-07-22,,212.199.44.8
2026-06-23 06:15:49,l.beit,download,/Finance/close-2026-07.xlsx,,,165360,212.199.44.8
2026-06-23 06:31:27,l.beit,upload,/Finance/close-2026-07.xlsx,,,65049,212.199.44.8
2026-06-23 07:37:02,n.hazan,download,/Finance/close-2026-07.xlsx,,,128029,212.199.44.8
2026-06-23 08:16:51,c.barak,upload,/Finance/close-2026-07.xlsx,,,1060448,212.199.44.8
2026-06-23 08:57:34,a.mizrahi,view,/Marketing/campaign-q3.pptx,,,206791,212.199.44.8
2026-06-23 09:04:48,y.segev,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-06-30,,212.199.44.8
2026-06-23 10:37:14,y.segev,download,/Marketing/campaign-q3.pptx,,,64871,212.199.44.8
2026-06-23 11:21:09,u.regev,view,/Finance/close-2026-07.xlsx,,,136211,212.199.44.8
2026-06-23 12:25:15,a.mizrahi,view,/Branches/planogram-aug.pdf,,,238224,212.199.44.8
2026-06-24 07:56:31,y.segev,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-08,,212.199.44.8
2026-06-24 08:14:18,c.barak,download,/Procurement/vendor-list.xlsx,,,273846,212.199.44.8
2026-06-24 08:16:37,y.oren,download,/Branches/planogram-aug.pdf,,,156517,212.199.44.8
2026-06-24 09:16:28,c.barak,download,/Logistics/routes.xlsx,,,428434,212.199.44.8
2026-06-24 09:43:09,u.regev,view,/HR/headcount.xlsx,,,3244628,212.199.44.8
2026-06-24 10:29:46,e.shalom,download,/Logistics/routes.xlsx,,,270919,212.199.44.8
2026-06-24 11:42:43,n.hazan,view,/Branches/planogram-aug.pdf,,,764581,212.199.44.8
2026-06-24 11:56:24,a.mizrahi,upload,/Procurement/vendor-list.xlsx,,,108169,212.199.44.8
2026-06-24 12:42:23,l.beit,view,/Logistics/routes.xlsx,,,38225,212.199.44.8
2026-06-25 06:03:45,y.segev,view,/Branches/planogram-aug.pdf,,,1670481,212.199.44.8
2026-06-25 07:11:47,c.barak,view,/Branches/planogram-aug.pdf,,,480239,212.199.44.8
2026-06-25 07:25:34,a.mizrahi,view,/Finance/close-2026-07.xlsx,,,529293,212.199.44.8
2026-06-25 08:05:11,u.regev,view,/Finance/close-2026-07.xlsx,,,159666,212.199.44.8
2026-06-25 08:24:07,n.hazan,view,/Branches/planogram-aug.pdf,,,146565,212.199.44.8
2026-06-25 08:40:53,c.barak,upload,/HR/headcount.xlsx,,,287980,212.199.44.8
2026-06-25 09:19:51,l.beit,share_link_create,/Branches/planogram-aug.pdf,internal,2026-07-02,,212.199.44.8
2026-06-25 09:50:04,y.oren,view,/Branches/planogram-aug.pdf,,,23986,212.199.44.8
2026-06-25 11:05:25,l.beit,download,/Procurement/vendor-list.xlsx,,,603944,212.199.44.8
2026-06-25 11:11:37,y.segev,share_link_create,/Marketing/campaign-q3.pptx,internal,2026-07-25,,212.199.44.8
2026-06-28 06:07:52,u.regev,view,/Marketing/campaign-q3.pptx,,,884887,212.199.44.8
2026-06-28 06:08:37,y.oren,download,/Procurement/vendor-list.xlsx,,,1015041,212.199.44.8
2026-06-28 06:33:25,n.hazan,upload,/HR/headcount.xlsx,,,2817135,212.199.44.8
2026-06-28 06:57:55,a.mizrahi,view,/HR/headcount.xlsx,,,972930,212.199.44.8
2026-06-28 08:13:04,c.barak,view,/Marketing/campaign-q3.pptx,,,348360,212.199.44.8
2026-06-28 10:15:06,l.beit,view,/Finance/close-2026-07.xlsx,,,763871,212.199.44.8
2026-06-28 10:23:49,l.beit,download,/HR/headcount.xlsx,,,53039,212.199.44.8
2026-06-28 10:24:53,y.segev,download,/Branches/planogram-aug.pdf,,,43412,212.199.44.8
2026-06-28 10:34:39,y.segev,view,/Procurement/vendor-list.xlsx,,,7025378,212.199.44.8
2026-06-28 10:51:56,c.barak,view,/Marketing/campaign-q3.pptx,,,565408,212.199.44.8
2026-06-29 05:45:51,l.beit,view,/Logistics/routes.xlsx,,,22863,212.199.44.8
2026-06-29 05:50:13,y.segev,share_link_create,/Procurement/vendor-list.xlsx,internal,2026-07-06,,212.199.44.8
2026-06-29 06:02:13,a.mizrahi,upload,/Marketing/campaign-q3.pptx,,,10057152,212.199.44.8
2026-06-29 06:10:23,u.regev,view,/Branches/planogram-aug.pdf,,,181909,212.199.44.8
2026-06-29 06:17:44,r.stern,share_link_create,/Finance/close-2026-07.xlsx,internal,2026-07-06,,212.199.44.8
